Number,SMILES,AW_ST_CMC/ mN/m,ref,Type_of_surfactant,DOI_1,DOI_2
512,CC[N+](C)(CC)C1=CC=C(C=C1)C=NCCCCCCCCCCCC.[I-],44.8,[131],cationic,10.1016/j.ces.2022.118208, 10.1007/s11743-009-1156-0
513,CC[N+](C)(CC)C1=CC=C(C=C1)C=NCCCCCCCCCCCCCC.[I-],40.8,[131],cationic,10.1016/j.ces.2022.118208, 10.1007/s11743-009-1156-0
514,CC[N+](C)(CC)C1=CC=C(C=C1)C=NCCCCCCCCCCCCCCCC.[I-],33.0,[131],cationic,10.1016/j.ces.2022.118208, 10.1007/s11743-009-1156-0
515,CC[N+](C)(CC)C1=CC=C(C=C1)C=NCCCCCCCCCCCCCCCCCC.[I-],36.8,[131],cationic,10.1016/j.ces.2022.118208, 10.1007/s11743-009-1156-0
516,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],40.5,[132],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2012.11.004
517,CCCCCCCC[N+](C)(C)CCCN(CCCCCCCC)C(N(C)C)=[N+].[Cl-].[Cl-],28.1,[132],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2012.11.004
518,CCCCCCCCCC[N+](C)(C)CCCN(CCCCCCCCCC)C(N(C)C)=[N+].[Cl-].[Cl-],28.5,[132],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2012.11.004
519,CCCCCCCCCCCC[N+](C)(C)CCCN(CCCCCCCCCCCC)C(N(C)C)=[N+].[Cl-].[Cl-],29.4,[132],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2012.11.004
520,CCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],39.6,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
521,CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],34.9,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
522,CCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],32.8,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
523,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],36.7,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
524,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(OCC[N+](CCCCCCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],32.7,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
525,CCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],32.0,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
526,CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],39.2,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
527,CCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],32.6,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
528,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],30.6,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
529,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(OCC[N+](CCCCCCCCCCCCCCCCCC)(C)C)=O.[Cl-].[Cl-],33.2,[133],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2017.01.056
530,[N+]1(=C(NCC1)CCCCCCCCCCC)CCO.C(=O)(O)[O-],29.0,[134],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-012-1332-5
531,[N+]1(=C(NCC1)CCCCCCCCCCCCC)CCO.C(=O)(O)[O-],28.1,[134],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-012-1332-5
532,[N+]1(=C(NCC1)CCCCCCCCCCCCCCC)CCO.C(=O)(O)[O-],36.4,[134],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-012-1332-5
533,[N+]1(=C(NCC1)CCCCCCCCCCCCCCCCC)CCO.C(=O)(O)[O-],33.1,[134],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-012-1332-5
534,CCCCCCCCCC[N+]CCO.[Br-],33.0,[135],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1180-0
535,CCCCCCCCCC[N+](CCO)CCO.[Br-],29.0,[135],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1180-0
536,CCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],28.9,[135],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1180-0
537,CCCCCCCCCC[N+](C)CCO.[Br-],27.5,[135],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-010-1180-0
538,CCCCCCCCCC[N+](C)(C)CCCN=CCCC.[Br-],31.7,[136],cationic,10.1016/j.ces.2022.118208,10.1016/j.jiec.2014.01.020
539,CCCCCCCCCCCC[N+](C)(C)CCCN=CCCC.[Br-],30.0,[136],cationic,10.1016/j.ces.2022.118208,10.1016/j.jiec.2014.01.020
540,CCCCCCCCCCCCCCCC[N+](C)(C)CCCN=CCCC.[Br-],37.5,[136],cationic,10.1016/j.ces.2022.118208,10.1016/j.jiec.2014.01.020
541,[N]1(C=[N+](C=C1)CCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],30.0,[137],cationic,10.1016/j.ces.2022.118208,10.1021/la300920p
542,[N]1(C=[N+](C=C1)CCCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],28.1,[137],cationic,10.1016/j.ces.2022.118208,10.1021/la300920p
543,[N]1(C=[N+](C=C1)CCCCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],32.9,[137],cationic,10.1016/j.ces.2022.118208,10.1021/la300920p
544,[N]1(C=[N+](C=C1)CCCCCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],35.2,[137],cationic,10.1016/j.ces.2022.118208,10.1021/la300920p
545,[N]1(C=[N+](C=C1)CCCCCCCC[N+]2=C[N](C=C2)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O.[Br-].[Br-],37.6,[137],cationic,10.1016/j.ces.2022.118208,10.1021/la300920p
546,N1(CCOCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCC.[I-],40.2,[138],cationic,10.1016/j.ces.2022.118208,10.1007/s13738-021-02247-3
547,N1(CCOCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCCCC.[I-],38.1,[138],cationic,10.1016/j.ces.2022.118208,10.1007/s13738-021-02247-3
548,N1(CCOCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCCCCCC.[I-],36.5,[138],cationic,10.1016/j.ces.2022.118208,10.1007/s13738-021-02247-3
549,N1(CCCCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCC.[I-],38.9,[138],cationic,10.1016/j.ces.2022.118208,10.1007/s13738-021-02247-3
550,N1(CCCCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCCCC.[I-],36.5,[138],cationic,10.1016/j.ces.2022.118208,10.1007/s13738-021-02247-3
551,N1(CCCCC1)C(=O)CCC(=O)N[N+](C)(C)CCCCCCCCCCCCCCCC.[I-],34.6,[138],cationic,10.1016/j.ces.2022.118208,10.1007/s13738-021-02247-3
552,CCCCCCCCCC[N+](C)(C)CCOC1=CC=C(C=C1)C=NNC(=O)C(NN=CC2=CC=C(OCC[N+](CCCCCCCCCC)(C)C)C=C2)=O.[Cl-].[Cl-],41.4,[139],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2021.1929289
553,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=C(C=C1)C=NNC(=O)C(NN=CC2=CC=C(OCC[N+](CCCCCCCCCCCC)(C)C)C=C2)=O.[Cl-].[Cl-],32.6,[139],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2021.1929289
554,CCCCCCCCCCCCCC[N+](C)(C)CCOC1=CC=C(C=C1)C=NNC(=O)C(NN=CC2=CC=C(OCC[N+](CCCCCCCCCCCCCC)(C)C)C=C2)=O.[Cl-].[Cl-],32.5,[139],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2021.1929289
555,CCCCCCCCCCCCCCCC[N+](C)(C)CCOC1=CC=C(C=C1)C=NNC(=O)C(NN=CC2=CC=C(OCC[N+](CCCCCCCCCCCCCCCC)(C)C)C=C2)=O.[Cl-].[Cl-],30.9,[139],cationic,10.1016/j.ces.2022.118208,10.1080/01932691.2021.1929289
556,CCCCCCCCCCCCCC[N+]1=C[N](C=C1)CCOC(=O)NCCCC.[Br-],44.0,[140],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2020.114094
557,CCCCCCCCCCCCCCCC[N+]1=C[N](C=C1)CCOC(=O)NCCCC.[Br-],42.0,[140],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2020.114094
558,CCCCCCCCCCCCCCCCCC[N+]1=C[N](C=C1)CCOC(=O)NCCCC.[Br-],41.5,[140],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2020.114094
559,[N+]1(CCCC1)(C)CC(=O)OCCCCCCCCCCCCCC.[Cl-],36.5,[141],cationic,10.1016/j.ces.2022.118208,10.1007/s00396-013-2971-4
560,[N+]1(CCCC1)(C)CC(=O)OCCCCCCCCCCCCCC.[Br-],32.1,[141],cationic,10.1016/j.ces.2022.118208,10.1007/s00396-013-2971-4
561,[N+]1(CCCC1)(C)CC(=O)OCCCCCCCCCCCCCCCC.[Cl-],41.0,[141],cationic,10.1016/j.ces.2022.118208,10.1007/s00396-013-2971-4
562,[N+]1(CCCC1)(C)CC(=O)OCCCCCCCCCCCCCCCC.[Br-],37.1,[141],cationic,10.1016/j.ces.2022.118208,10.1007/s00396-013-2971-4
563,CCCCCCCCCCCC(=O)NCCC[N+](C)(CC1=CC=C(C=C1)C[N+](CCCNC(CCCCCCCCCCC)=O)(C)C)C.[Cl-].[Cl-],45.9,[142],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-013-1502-0
564,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(CC1=CC=C(C=C1)C[N+](CCCNC(CCCCCCCCCCCCC)=O)(C)C)C.[Cl-].[Cl-],46.2,[142],cationic,10.1016/j.ces.2022.118208,10.1007/s11743-013-1502-0
565,C1=CC=C[N+](=C1)CCCC.[Cl-],51.1,[143],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.077
566,C1=CC=C[N+](=C1)CCCCCC.[Cl-],36.4,[143],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.077
567,C1=CC=C[N+](=C1)CCCCCCCC.[Cl-],36.8,[143],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.077
568,C1=CC=C([N+](=C1)CCCCCCCC)C.[Cl-],31.8,[143],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.077
569,C1=CC(=C[N+](=C1)CCCCCCCC)C.[Cl-],32.4,[143],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.077
570,C1=C(C=C[N+](=C1)CCCCCCCC)C.[Cl-],31.0,[143],cationic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2011.12.077
571,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCC.[Cl-],23.2,[144],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.11.022
572,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCCCC.[Cl-],31.1,[144],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.11.022
573,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCCCCCC.[Cl-],42.0,[144],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.11.022
574,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCC.[Br-],21.9,[144],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.11.022
575,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCCCC.[Br-],29.3,[144],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.11.022
576,[N+]1(=C[N](C=C1)C)CC(O)COCCCCCCCCCCCCCCCC.[Br-],40.7,[144],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.11.022
577,CCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCC)(C)C)O.[Br-].[Br-],55.2,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
578,CCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCCCC)(C)C)O.[Br-].[Br-],32.6,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
579,CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCCCCCC)(C)C)O.[Br-].[Br-],30.6,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
580,CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],34.5,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
581,CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(C[N+](CCCCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],37.0,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
582,CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCC)(C)C)O.[Br-].[Br-],49.1,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
583,CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCCCC)(C)C)O.[Br-].[Br-],47.0,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
584,CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCCCCCC)(C)C)O.[Br-].[Br-],28.5,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
585,CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],34.8,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
586,CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(C[N+](CCCCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],36.5,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
587,CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCC)(C)C)O.[Br-].[Br-],52.2,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
588,CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCCCC)(C)C)O.[Br-].[Br-],48.3,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
589,CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCCCCCC)(C)C)O.[Br-].[Br-],33.8,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
590,CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],33.6,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
591,CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(C[N+](CCCCCCCCCCCCCCCC)(C)C)O.[Br-].[Br-],43.9,[145],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2011.12.014
592,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCC.[Cl-],31.3,[146],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2013.08.063
593,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCCCC.[Cl-],36.0,[146],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2013.08.063
594,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCCCCCC.[Cl-],37.4,[146],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2013.08.063
595,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCC.[Br-],28.3,[146],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2013.08.063
596,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCCCC.[Br-],31.4,[146],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2013.08.063
597,[N]1(C=[N+](C=C1)CCO)CC(O)CCCCCCCCCCCCCC.[Br-],36.9,[146],cationic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2013.08.063
598,CCCCCCOC(=O)CC([N+])C(=O)OCCCCCC.[Cl-],24.3,[147],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12437
599,CCCCCCCCOC(=O)CC([N+])C(=O)OCCCCCC.[Cl-],23.4,[147],cationic,10.1016/j.ces.2022.118208,10.1002/jsde.12437
600,C1=CC=CC(=C1C=NCCC[N+](C)(C)CC(=O)OCCCCCCCCCC)O.[Cl-],35.9,[148],cationic,10.1016/j.ces.2022.118208,10.1039/C5RA21626E
601,C1=CC=CC(=C1C=NCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCCCC)O.[Cl-],33.0,[148],cationic,10.1016/j.ces.2022.118208,10.1039/C5RA21626E
602,C1=CC=CC(=C1C=NCCC[N+](C)(C)CC(=O)OCCCCCCCCCCCCCCCC)O.[Cl-],31.6,[148],cationic,10.1016/j.ces.2022.118208,10.1039/C5RA21626E
603,CC[N+](CC)(CC)C(=O)OCCCCCCCCCCCC.[I-],25.0,[149],cationic,10.1016/j.ces.2022.118208,10.3139/113.110437
604,CC[N+](CC)(CC)C(=O)OCCCCCCCCCCCCCCCC.[I-],33.0,[149],cationic,10.1016/j.ces.2022.118208,10.3139/113.110437
605,CC[N+](CC)(CC)C(=O)OCCCCCCCCCCCCCCCCCC.[I-],35.0,[149],cationic,10.1016/j.ces.2022.118208,10.3139/113.110437
606,C(=O)(OC)CCN(CCC(=O)OC)CC[N+](C)(C)CCCCCCCCCC.[Br-],27.1,[150],cationic,10.1016/j.ces.2022.118208,10.5650/jos.62.213
607,C(=O)(OC)CCN(CCC(=O)OC)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],27.8,[150],cationic,10.1016/j.ces.2022.118208,10.5650/jos.62.213
608,C(=O)(OC)CCN(CCC(=O)OC)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],38.2,[150],cationic,10.1016/j.ces.2022.118208,10.5650/jos.62.213
609,C(=O)(OC)CCN(CCC(=O)OC)CCNC(=O)CCN(CCC(NCCN(CCC(=O)OC)CCC(=O)OC)=O)CC[N+](C)(C)CCCCCCCCCC.[Br-],31.7,[150],cationic,10.1016/j.ces.2022.118208,10.5650/jos.62.213
610,C(=O)(OC)CCN(CCC(=O)OC)CCNC(=O)CCN(CCC(NCCN(CCC(=O)OC)CCC(=O)OC)=O)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],32.0,[150],cationic,10.1016/j.ces.2022.118208,10.5650/jos.62.213
611,C(=O)(OC)CCN(CCC(=O)OC)CCNC(=O)CCN(CCC(NCCN(CCC(=O)OC)CCC(=O)OC)=O)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],41.2,[150],cationic,10.1016/j.ces.2022.118208,10.5650/jos.62.213
612,C1=C(C(=CC(=C1)C=[N+](C)(C)CCCCCCCCCC)OC)OC.[Br-],32.1,[151],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.03.043
613,C1=C(C(=CC(=C1)C=[N+](C)(C)CCCCCCCCCCCC)OC)OC.[Br-],31.1,[151],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.03.043
614,C1=C(C(=CC(=C1)C=[N+](C)(C)CCCCCCCCCCCCCCCC)OC)OC.[Br-],39.6,[151],cationic,10.1016/j.ces.2022.118208,10.1016/j.molliq.2015.03.043
615,CCCCCCCCCCCCN(C)C.Cl,38.5,[4],non-ionic,10.1016/j.ces.2022.118208,10.1006/jcis.1994.1186
616,CCCCCCCCCCC(CO)O,22.5,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
617,CCCCCCCCC(CO)O,23.2,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
618,CCCCCCCCC(CCO)O,23.4,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
619,CCCCCCCCCCC(CCO)O,23.5,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
620,CCCCCCCCCCCCC(CCO)O,26.3,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
621,CCCCCCCCOCCO,26.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
622,CCCCCCCCCCCCOCCOCCOCCO,27.7,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
623,CCCCCCCCCCCCOCCOCCOCCOCCO,28.4,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
624,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,29.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
625,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,30.3,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
626,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,30.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
627,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCO,29.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
628,CCCCCCCCCCCC(=O)NCCOCCOCCOCCO,30.5,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
629,CCCCCCOCCOCCOCCOCCOCCOCCO,31.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
630,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,31.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
631,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,32.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
632,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,31.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
633,CCCCCCCCCCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,32.1,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
634,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,33.5,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
635,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,34.6,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
636,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,33.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
637,CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,34.4,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
638,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,33.3,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
639,CCCCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,34.2,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
640,CCCCCCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,34.0,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
641,CCCCCCCCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,33.3,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
642,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,35.4,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
643,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,35.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
644,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,35.1,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
645,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,35.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
646,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,34.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
647,CCCCCCCCCCCC(=O)N(CCO)CCO,34.7,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
648,CCCCCCCCCCN(C)C(=O)C(C(C(C(CO)O)O)O)O,35.7,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
649,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,38.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
650,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,39.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
651,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,39.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
652,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,44.8,[19],non-ionic,10.1016/j.ces.2022.118208,10.1002/0471670561
653,CCCCCCCCOC(CO)CO,24.7,[152],non-ionic,10.1016/j.ces.2022.118208,10.1021/j150575a003
654,CCCCCCCCOCCOCCOCCO,27.0,[153],non-ionic,10.1016/j.ces.2022.118208,10.1063/1.1874872
655,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCO)(C)(C)C,27.0,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
656,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCO)(C)(C)C,29.0,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
